web-scraper-order,web-scraper-start-url,details,phone_condition,brand,address,price
"1732655339-1445","https://www.expat-dakar.com/telephones?page=78","Samsung Galaxy fold6 256giga Ram12","Neuf","Samsung","Médina,
                                                                                Dakar","821 000 F Cfa"
"1732655339-1446","https://www.expat-dakar.com/telephones?page=78","Samsung Galaxy S24Ultra 256giga Ram12","Venant","Samsung","Médina,
                                                                                Dakar","565 000 F Cfa"
"1732655339-1447","https://www.expat-dakar.com/telephones?page=78","SAMSUNG ZFLIP 3","Venant","Samsung","Guediawaye,
                                                                                Dakar","155 000 F Cfa"
"1732655339-1448","https://www.expat-dakar.com/telephones?page=78","SAMSUNG FOLD 3","Venant","iPhone","Guediawaye,
                                                                                Dakar","270 000 F Cfa"
"1732655339-1449","https://www.expat-dakar.com/telephones?page=78","IPHONE 14PRO","Venant","iPhone","Guediawaye,
                                                                                Dakar","445 000 F Cfa"
"1732655339-1450","https://www.expat-dakar.com/telephones?page=78","IPHONE 15PRO","Venant","iPhone","Guediawaye,
                                                                                Dakar","560 000 F Cfa"
"1732655339-1451","https://www.expat-dakar.com/telephones?page=78","IPHONE 13PRO 512GO","Venant","iPhone","Guediawaye,
                                                                                Dakar","350 000 F Cfa"
"1732655339-1452","https://www.expat-dakar.com/telephones?page=78","Note 20 Ultra 128","Venant","Samsung","Médina,
                                                                                Dakar","220 000 F Cfa"
"1732655341-1453","https://www.expat-dakar.com/telephones?page=77","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655341-1454","https://www.expat-dakar.com/telephones?page=77","iPhone 14 Pro Max 256 giga","D'occasion","iPhone","Keur Massar,
                                                                                Dakar","450 000 F Cfa"
"1732655341-1455","https://www.expat-dakar.com/telephones?page=77","Google pixel Fold","Venant","Google","Plateau,
                                                                                Dakar","600 000 F Cfa"
"1732655341-1456","https://www.expat-dakar.com/telephones?page=77","Appel watch Serie 9 42 MN","Venant","iPhone","Pikine,
                                                                                Dakar","150 000 F Cfa"
"1732655341-1457","https://www.expat-dakar.com/telephones?page=77","TCL 505 - Écran 6,75 HD+, 64Go, RAM 8Go (4Go extension 4 Go)","Neuf","Autres","Castor,
                                                                                Dakar","45 000 F Cfa"
"1732655341-1458","https://www.expat-dakar.com/telephones?page=77","Iphone 13 Pro","Neuf","iPhone","Saly,
                                                                                Thiès","350 000 F Cfa"
"1732655341-1459","https://www.expat-dakar.com/telephones?page=77","14 simple 128G","Venant","iPhone","Médina,
                                                                                Dakar","280 000 F Cfa"
"1732655341-1460","https://www.expat-dakar.com/telephones?page=77","iPhone 15 128Go Sim scellé","Neuf","iPhone","Médina,
                                                                                Dakar","530 000 F Cfa"
"1732655341-1461","https://www.expat-dakar.com/telephones?page=77","Google 4a 128go go","Neuf","Google","Colobane,
                                                                                Dakar","110 000 F Cfa"
"1732655341-1462","https://www.expat-dakar.com/telephones?page=77","Huawei p30 lite 128go ram 6go","Venant","Huawei","Colobane,
                                                                                Dakar","69 900 F Cfa"
"1732655341-1463","https://www.expat-dakar.com/telephones?page=77","iPhone 12 simple 128go","Venant","iPhone","Plateau,
                                                                                Dakar","230 000 F Cfa"
"1732655341-1464","https://www.expat-dakar.com/telephones?page=77","Redmi note 13 pro plus 512GB","Venant","Xiaomi","Liberte 6 extension,
                                                                                Dakar","220 000 F Cfa"
"1732655344-1465","https://www.expat-dakar.com/telephones?page=76","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655344-1466","https://www.expat-dakar.com/telephones?page=76","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655344-1467","https://www.expat-dakar.com/telephones?page=76","16pro max 256G","Neuf","iPhone","Médina,
                                                                                Dakar","930 000 F Cfa"
"1732655344-1468","https://www.expat-dakar.com/telephones?page=76","Samsung galaxy Z flip 5 256GB 8GB ram","Venant","Samsung","Pikine,
                                                                                Dakar","325 000 F Cfa"
"1732655344-1469","https://www.expat-dakar.com/telephones?page=76","Samsung galasy A35  256GB","Neuf","Samsung","Liberte 6 extension,
                                                                                Dakar","200 000 F Cfa"
"1732655344-1470","https://www.expat-dakar.com/telephones?page=76","Nothing phone 2a 256gb","Venant","Autres","Liberte 6 extension,
                                                                                Dakar","270 000 F Cfa"
"1732655344-1471","https://www.expat-dakar.com/telephones?page=76","IPHONE 16 PRO MAX DISPONIBLE","Neuf","iPhone","VDN,
                                                                                Dakar","1 F Cfa"
"1732655344-1472","https://www.expat-dakar.com/telephones?page=76","Vente Samsung Galaxy TAP S9 WiFi","Venant","Samsung","Plateau,
                                                                                Dakar","325 000 F Cfa"
