web-scraper-order,web-scraper-start-url,condition_tv,brand,screen_dimension,price
"1732740948-1031","https://www.expat-dakar.com/tv-home-cinema?page=62","Neuf","Samsung","TÉLÉVISEUR 75POUCES SAMSUNG UHD 4K NEO QLED","1 750 000 F Cfa"
"1732740948-1032","https://www.expat-dakar.com/tv-home-cinema?page=62","Neuf","Hisense","TÉLÉVISEUR 75POUCES HISENSE SMART UHD 4K","589 000 F Cfa"
"1732740948-1033","https://www.expat-dakar.com/tv-home-cinema?page=62","Neuf","Samsung","TÉLÉVISEUR 65POUCES SAMSUNG UHD 4K","469 000 F Cfa"
"1732740948-1034","https://www.expat-dakar.com/tv-home-cinema?page=62","Neuf","Samsung","TÉLÉVISEUR 77POUCES SAMSUNG SMART TV 4K OLED","2 500 000 F Cfa"
"1732740948-1035","https://www.expat-dakar.com/tv-home-cinema?page=62","Neuf","Samsung","TÉLÉVISEUR 75POUCES SAMSUNG UHD 4K NEO QLED","1 750 000 F Cfa"
"1732740948-1036","https://www.expat-dakar.com/tv-home-cinema?page=62","Neuf","Autre","SMART TECHNOLOGY Android TV - 75'' 4K Ultra HD - STT-7598K","520 000 F Cfa"
"1732740948-1037","https://www.expat-dakar.com/tv-home-cinema?page=62","Neuf","Samsung","TÉLÉVISEUR SAMSUNG UA 43POUCES SMART","210 000 F Cfa"
"1732740948-1038","https://www.expat-dakar.com/tv-home-cinema?page=62","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 50POUCES SMART 4K","279 000 F Cfa"
"1732740948-1039","https://www.expat-dakar.com/tv-home-cinema?page=62","Neuf","Samsung","TÉLÉVISEUR 50POUCES SAMSUNG","279 000 F Cfa"
"1732740948-1040","https://www.expat-dakar.com/tv-home-cinema?page=62","Neuf","Autre","Smart TV deska 32 pouces","74 000 F Cfa"
"1732740954-1041","https://www.expat-dakar.com/tv-home-cinema?page=61","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740954-1042","https://www.expat-dakar.com/tv-home-cinema?page=61","Neuf","TCL","Téléviseur Tcl 75 Pouces","560 000 F Cfa"
"1732740954-1043","https://www.expat-dakar.com/tv-home-cinema?page=61","Neuf","Autre","80000 Chaines IPTV 4K","45 000 F Cfa"
"1732740954-1044","https://www.expat-dakar.com/tv-home-cinema?page=61","Neuf","Autre","Google TV 58"" 4K Ultra HD IRIS","270 000 F Cfa"
"1732740954-1045","https://www.expat-dakar.com/tv-home-cinema?page=61","Neuf","Astech","Téléviseur Astech 43 Led","110 000 F Cfa"
"1732740954-1046","https://www.expat-dakar.com/tv-home-cinema?page=61","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 55POUCES","429 000 F Cfa"
"1732740954-1047","https://www.expat-dakar.com/tv-home-cinema?page=61","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 50POUCES","319 000 F Cfa"
"1732740954-1048","https://www.expat-dakar.com/tv-home-cinema?page=61","Neuf","Hisense","TÉLÉVISEUR HISENSE 75POUCES SMART UHD 4K","589 000 F Cfa"
"1732740954-1049","https://www.expat-dakar.com/tv-home-cinema?page=61","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 85POUCES UHD 8K NEO QLED","2 800 000 F Cfa"
"1732740954-1050","https://www.expat-dakar.com/tv-home-cinema?page=61","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 85POUCES SMART TV UHD 4K","1 500 000 F Cfa"
"1732740954-1051","https://www.expat-dakar.com/tv-home-cinema?page=61","Neuf","LG","TÉLÉVISEUR LG 77POUCES OLED 4K SMART TV","2 500 000 F Cfa"
"1732740956-1052","https://www.expat-dakar.com/tv-home-cinema?page=60","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740956-1053","https://www.expat-dakar.com/tv-home-cinema?page=60","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 65POUCES QLED 65Q60D","649 000 F Cfa"
"1732740956-1054","https://www.expat-dakar.com/tv-home-cinema?page=60","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 65POUCES SMART","479 000 F Cfa"
"1732740956-1055","https://www.expat-dakar.com/tv-home-cinema?page=60","Neuf","Samsung","TÉLÉVISEUR 65POUCES SAMSUNG UE","479 000 F Cfa"
"1732740956-1056","https://www.expat-dakar.com/tv-home-cinema?page=60","Neuf","Samsung","TÉLÉVISEUR 65POUCES SAMSUNG UHD 4K","469 000 F Cfa"
"1732740956-1057","https://www.expat-dakar.com/tv-home-cinema?page=60","Neuf","Autre","TÉLÉVISEUR SMART TECHNOLOGY 50POUCES TV LED","169 000 F Cfa"
"1732740956-1058","https://www.expat-dakar.com/tv-home-cinema?page=60","Neuf","Autre","TÉLÉVISEUR 50POUCES SMART TECHNOLOGY TV LED","169 000 F Cfa"
"1732740956-1059","https://www.expat-dakar.com/tv-home-cinema?page=60","Neuf","TCL","TCL 43 pouces 4k HDR, Dolby Atmos p635 neuf","155 000 F Cfa"
"1732740956-1060","https://www.expat-dakar.com/tv-home-cinema?page=60","Neuf","Hisense","Téléviseur Hisense 65 Pouces 4K","375 000 F Cfa"
"1732740956-1061","https://www.expat-dakar.com/tv-home-cinema?page=60","Neuf","Samsung","Téléviseur Samsung 65 Pouces","475 000 F Cfa"
"1732740956-1062","https://www.expat-dakar.com/tv-home-cinema?page=60","Neuf","Hisense","Téléviseur Hisense 75 Pouces","580 000 F Cfa"
"1732740960-1063","https://www.expat-dakar.com/tv-home-cinema?page=59","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740960-1064","https://www.expat-dakar.com/tv-home-cinema?page=59","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 75POUCES","749 000 F Cfa"
"1732740960-1065","https://www.expat-dakar.com/tv-home-cinema?page=59","Neuf","Samsung","TÉLÉVISEUR 75POUCES SAMSUNG UE","749 000 F Cfa"
"1732740960-1066","https://www.expat-dakar.com/tv-home-cinema?page=59","Neuf","Samsung","TÉLÉVISEUR 65POUCES SAMSUNG QLED","649 000 F Cfa"
"1732740960-1067","https://www.expat-dakar.com/tv-home-cinema?page=59","Neuf","Samsung","TÉLÉVISEUR 65POUCES SAMSUNG SMART TV 4K","479 000 F Cfa"
"1732740960-1068","https://www.expat-dakar.com/tv-home-cinema?page=59","Neuf","Astech","Téléviseur  43"" Pouces - 43AC111  ANDROID SMART Full HD","140 900 F Cfa"
"1732740960-1069","https://www.expat-dakar.com/tv-home-cinema?page=59","Neuf","Astech","Tv smart 32 et 43¨","100 000 F Cfa"
"1732740960-1070","https://www.expat-dakar.com/tv-home-cinema?page=59","Neuf","Philips","Télévision philips 75 pouces (189cm)","800 000 F Cfa"
"1732740960-1071","https://www.expat-dakar.com/tv-home-cinema?page=59","Neuf","Samsung","TÉLÉVISEUR 75POUCES SAMSUNG","749 000 F Cfa"
"1732740960-1072","https://www.expat-dakar.com/tv-home-cinema?page=59","Neuf","Samsung","TÉLÉVISEUR 75POUCES SAMSUNG","749 000 F Cfa"
"1732740960-1073","https://www.expat-dakar.com/tv-home-cinema?page=59","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 75POUCES SMART 4K","749 000 F Cfa"
"1732740962-1074","https://www.expat-dakar.com/tv-home-cinema?page=58","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740962-1075","https://www.expat-dakar.com/tv-home-cinema?page=58","Neuf","Samsung","Home Cinema SAMSOUND 5.1 DM8537B","75 000 F Cfa"
"1732740962-1076","https://www.expat-dakar.com/tv-home-cinema?page=58","Neuf","Autre","Support TV mural pivotant de 32 ""- 60""","15 000 F Cfa"
"1732740962-1077","https://www.expat-dakar.com/tv-home-cinema?page=58","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 75POUCES UHD 4K NEO QLED","1 800 000 F Cfa"
"1732740962-1078","https://www.expat-dakar.com/tv-home-cinema?page=58","Neuf","Samsung","TÉLÉVISEUR 98POUCES SAMSUNG QLED 4K","2 500 000 F Cfa"
"1732740962-1079","https://www.expat-dakar.com/tv-home-cinema?page=58","Neuf","Hisense","BARRE DE SON HISENSE 120W H212 2.1","98 000 F Cfa"
"1732740962-1080","https://www.expat-dakar.com/tv-home-cinema?page=58","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 85POUCES SMART TV UHD 4K","1 500 000 F Cfa"
"1732740962-1081","https://www.expat-dakar.com/tv-home-cinema?page=58","D'occasion","Autre","Téléviseur simple 32 pouces à 40.000 F","40 000 F Cfa"
"1732740962-1082","https://www.expat-dakar.com/tv-home-cinema?page=58","Neuf","Samsung","TÉLÉVISEUR 77POUCES SAMSUNG SMART TV 4K OLED","2 500 000 F Cfa"
"1732740962-1083","https://www.expat-dakar.com/tv-home-cinema?page=58","Neuf","Samsung","TÉLÉVISEUR 85POUCES SAMSUNG QLED","1 800 000 F Cfa"
"1732740962-1084","https://www.expat-dakar.com/tv-home-cinema?page=58","Neuf","Samsung","TÉLÉVISEUR 85POUCES SAMSUNG SMART TV UHD 4K","1 500 000 F Cfa"
"1732740968-1085","https://www.expat-dakar.com/tv-home-cinema?page=57","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740968-1086","https://www.expat-dakar.com/tv-home-cinema?page=57","Neuf","LG","Tv 70 pouce lG smart 4k","670 000 F Cfa"
"1732740968-1087","https://www.expat-dakar.com/tv-home-cinema?page=57","Neuf","Autre","TÉLÉVISEUR SMART TECHNOLOGY 43POUCES SMART","129 000 F Cfa"
"1732740968-1088","https://www.expat-dakar.com/tv-home-cinema?page=57","Neuf","Samsung","TV SMART LED SAMSUNG","600 000 F Cfa"
"1732740968-1089","https://www.expat-dakar.com/tv-home-cinema?page=57","Neuf","Autre","TÉLÉVISEUR 43POUCES SMART TECHNOLOGY SMART","129 000 F Cfa"
"1732740968-1090","https://www.expat-dakar.com/tv-home-cinema?page=57","Neuf","Autre","Android TV BOX","20 000 F Cfa"
"1732740968-1091","https://www.expat-dakar.com/tv-home-cinema?page=57","Neuf","Autre","TÉLÉVISEUR FOX 43POUCES ANDROID 43UHD","129 000 F Cfa"
"1732740968-1092","https://www.expat-dakar.com/tv-home-cinema?page=57","Neuf","Autre","TÉLÉVISEUR 43POUCES FOX SMART ANDROID","129 000 F Cfa"
"1732740968-1093","https://www.expat-dakar.com/tv-home-cinema?page=57","Neuf","Autre","Tv torl 65 pouce  smart tv","285 000 F Cfa"
"1732740968-1094","https://www.expat-dakar.com/tv-home-cinema?page=57","Neuf","Hisense","Télévision hisense 75 pouce smart","675 000 F Cfa"
"1732740968-1095","https://www.expat-dakar.com/tv-home-cinema?page=57","Neuf","Hisense","Tv hisense 86 whiteboard","2 250 000 F Cfa"
"1732740971-1096","https://www.expat-dakar.com/tv-home-cinema?page=56","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740971-1097","https://www.expat-dakar.com/tv-home-cinema?page=56","Neuf","Autre","Barbde son smart technology","75 000 F Cfa"
"1732740971-1098","https://www.expat-dakar.com/tv-home-cinema?page=56","Neuf","Autre","Smart Tv 50 Smart technologie","175 000 F Cfa"
"1732740971-1099","https://www.expat-dakar.com/tv-home-cinema?page=56","Neuf","TCL","TELEVISEUR TCL 85 SMART ANDROID 4K","970 000 F Cfa"
"1732740971-1100","https://www.expat-dakar.com/tv-home-cinema?page=56","Neuf","TCL","TELEVISEUR TCL 50 POUCES ANDROID 4K","270 000 F Cfa"
"1732740971-1101","https://www.expat-dakar.com/tv-home-cinema?page=56","Neuf","Hisense","TELEVISEUR HISENSE 86 SMART WHITEBOARD UHD 4K TACTIL","2 055 000 F Cfa"
"1732740971-1102","https://www.expat-dakar.com/tv-home-cinema?page=56","Neuf","Samsung","TELEVISEUR SAMSUNG 77 POUCES SMART TV 4K OLED","2 350 000 F Cfa"
"1732740971-1103","https://www.expat-dakar.com/tv-home-cinema?page=56","Neuf","Samsung","TELEVISEUR SAMSUNG 75 POUCES UHD 4K NEO QLED","1 925 000 F Cfa"
"1732740971-1104","https://www.expat-dakar.com/tv-home-cinema?page=56","Neuf","Hisense","TELEVISEUR HISENSE 75 POUCES SMART UHD 4K","620 000 F Cfa"
"1732740971-1105","https://www.expat-dakar.com/tv-home-cinema?page=56","Neuf","Autre","TELEVISEUR SMART TECHNOLOGY 50 POUCES TV LED","175 000 F Cfa"
"1732740971-1106","https://www.expat-dakar.com/tv-home-cinema?page=56","Neuf","Autre","Tv 32 pouce  teko smart tv","79 900 F Cfa"
"1732740973-1107","https://www.expat-dakar.com/tv-home-cinema?page=55","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740973-1108","https://www.expat-dakar.com/tv-home-cinema?page=55","Neuf","Autre","SMART TV AIWA 75 POUC 4K","550 000 F Cfa"
"1732740973-1109","https://www.expat-dakar.com/tv-home-cinema?page=55","Neuf","Haier","tv smart android 55"" uhd 4k full options","270 000 F Cfa"
"1732740973-1110","https://www.expat-dakar.com/tv-home-cinema?page=55","Neuf","Sony","Tv Sony 65 pouces Smart Android","950 000 F Cfa"
"1732740973-1111","https://www.expat-dakar.com/tv-home-cinema?page=55","Neuf","Autre","Tv Elactron",""
"1732740973-1112","https://www.expat-dakar.com/tv-home-cinema?page=55","Neuf","Autre","Smart tv deska 55","199 000 F Cfa"
"1732740973-1113","https://www.expat-dakar.com/tv-home-cinema?page=55","Neuf","VIZIO","Smart TV 50’’ Vizio 4K","249 000 F Cfa"
"1732740973-1114","https://www.expat-dakar.com/tv-home-cinema?page=55","Neuf","Autre","Tv SOLSTAR 43 SMART","150 000 F Cfa"
"1732740973-1115","https://www.expat-dakar.com/tv-home-cinema?page=55","Neuf","Autre","Smart Tv deska 55 Pouces","199 000 F Cfa"
"1732740973-1116","https://www.expat-dakar.com/tv-home-cinema?page=55","Neuf","LG","Home cinema lG","250 000 F Cfa"
"1732740973-1117","https://www.expat-dakar.com/tv-home-cinema?page=55","Neuf","Hisense","Bar de hisense","90 000 F Cfa"
"1732740979-1118","https://www.expat-dakar.com/tv-home-cinema?page=54","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740979-1119","https://www.expat-dakar.com/tv-home-cinema?page=54","Neuf","Samsung","Tv Samsung 65 smart tv","499 900 F Cfa"
"1732740979-1120","https://www.expat-dakar.com/tv-home-cinema?page=54","Neuf","LG, Samsung,","Smart TV 43'' pouce","180 000 F Cfa"
"1732740979-1121","https://www.expat-dakar.com/tv-home-cinema?page=54","Neuf","Autre","TÉLÉVISION SMART TV WOW 55 POUCES WIFI 4K","210 000 F Cfa"
"1732740979-1122","https://www.expat-dakar.com/tv-home-cinema?page=54","Neuf","Autre","Google TV 58"" 4k UHD","270 000 F Cfa"
"1732740979-1123","https://www.expat-dakar.com/tv-home-cinema?page=54","Neuf","Hisense","Smart tv HISENSE 32"" full HD","99 900 F Cfa"
"1732740979-1124","https://www.expat-dakar.com/tv-home-cinema?page=54","Neuf","LG","TELEVISEUR LG 75 pouces TV LED UHD","780 000 F Cfa"
"1732740979-1125","https://www.expat-dakar.com/tv-home-cinema?page=54","Neuf","Astech","Smart TV Astech 43 Android","125 000 F Cfa"
"1732740979-1126","https://www.expat-dakar.com/tv-home-cinema?page=54","Neuf","Haier","TELEVISEUR HAIER 75 POUCES, smart TV 4k","500 000 F Cfa"
"1732740979-1127","https://www.expat-dakar.com/tv-home-cinema?page=54","Neuf","Autre","Tv smart technologie","180 000 F Cfa"
"1732740979-1128","https://www.expat-dakar.com/tv-home-cinema?page=54","Neuf","Astech","Smart TV Astech 55 Android 4k","235 000 F Cfa"
"1732740986-1129","https://www.expat-dakar.com/tv-home-cinema?page=53","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740986-1130","https://www.expat-dakar.com/tv-home-cinema?page=53","Neuf","Elactron","TELEVISEUR ELACTRON 75 SMART QLED ANDROID","560 000 F Cfa"
"1732740986-1131","https://www.expat-dakar.com/tv-home-cinema?page=53","Neuf","Elactron","TELEVISEUR ELACTRON 65 LED SMART ANDROID","395 000 F Cfa"
"1732740986-1132","https://www.expat-dakar.com/tv-home-cinema?page=53","Neuf","Elactron","TELEVISEUR ELACTRON 50 SMART TV ANDROID","239 900 F Cfa"
"1732740986-1133","https://www.expat-dakar.com/tv-home-cinema?page=53","Neuf","Hisense","TÉLÉVISEURS 43 HISENSE SMART TV","150 000 F Cfa"
"1732740986-1134","https://www.expat-dakar.com/tv-home-cinema?page=53","Neuf","Autre","TÉLÉVISEURS 32 pouce LED SMART TECHNOLOGIE","60 000 F Cfa"
"1732740986-1135","https://www.expat-dakar.com/tv-home-cinema?page=53","Venant","LG","Smart TV","250 000 F Cfa"
"1732740986-1136","https://www.expat-dakar.com/tv-home-cinema?page=53","Neuf","LG","TÉLÉVISEURS LG 43 pouce smart tv","195 000 F Cfa"
"1732740986-1137","https://www.expat-dakar.com/tv-home-cinema?page=53","Neuf","LG, Samsung,","Smart TV 65''","430 000 F Cfa"
"1732740986-1138","https://www.expat-dakar.com/tv-home-cinema?page=53","Neuf","Astech","Smart TV Astech, 65 pouces","250 000 F Cfa"
"1732740986-1139","https://www.expat-dakar.com/tv-home-cinema?page=53","Neuf","Samsung","Tv smart androïd","1 F Cfa"
"1732740989-1140","https://www.expat-dakar.com/tv-home-cinema?page=52","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740989-1141","https://www.expat-dakar.com/tv-home-cinema?page=52","Neuf","","Amazon firestick 4k","50 000 F Cfa"
"1732740989-1142","https://www.expat-dakar.com/tv-home-cinema?page=52","Neuf","Samsung","TV SMART TV SAMSUNG 65 AU8000 4K","650 000 F Cfa"
"1732740989-1143","https://www.expat-dakar.com/tv-home-cinema?page=52","Neuf","Autre","Tv torl 50 pouce smart tv","179 900 F Cfa"
"1732740989-1144","https://www.expat-dakar.com/tv-home-cinema?page=52","Neuf","Astech","TV ASTECH LED","60 000 F Cfa"
"1732740989-1145","https://www.expat-dakar.com/tv-home-cinema?page=52","Neuf","Autre","TELEVISEUR WIWLIL 65 SMART 65QBF1W","295 000 F Cfa"
"1732740989-1146","https://www.expat-dakar.com/tv-home-cinema?page=52","Neuf","Autre","AIRFLUX TELEVISION 32 POUCES ACDC / AC/DC","60 000 F Cfa"
"1732740989-1147","https://www.expat-dakar.com/tv-home-cinema?page=52","Neuf","Onn","Smart TV Onn 32'","75 000 F Cfa"
"1732740989-1148","https://www.expat-dakar.com/tv-home-cinema?page=52","Neuf","LG, Samsung,","Smart TV Vizio 65'' pouce 4K","475 000 F Cfa"
"1732740989-1149","https://www.expat-dakar.com/tv-home-cinema?page=52","Neuf","LG","ECRAN PLAT LG 75 4K UHD NEUF","710 000 F Cfa"
"1732740989-1150","https://www.expat-dakar.com/tv-home-cinema?page=52","Neuf","Autre","Smart tv android","60 000 F Cfa"
"1732740992-1151","https://www.expat-dakar.com/tv-home-cinema?page=51","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732740992-1152","https://www.expat-dakar.com/tv-home-cinema?page=51","Neuf","Benq","TV fox 32 Android smart","70 000 F Cfa"
"1732740992-1153","https://www.expat-dakar.com/tv-home-cinema?page=51","Neuf","Benq","TV teko 32 pouces smart","75 000 F Cfa"
"1732740992-1154","https://www.expat-dakar.com/tv-home-cinema?page=51","D'occasion","Samsung","Samsung série 6(49pouce)","250 000 F Cfa"
"1732740992-1155","https://www.expat-dakar.com/tv-home-cinema?page=51","Neuf","Samsung","Promo téléviseur Samsung smart 43pouces","260 000 F Cfa"
"1732740992-1156","https://www.expat-dakar.com/tv-home-cinema?page=51","Neuf","LG","télévision LG OLED","350 000 F Cfa"
"1732740992-1157","https://www.expat-dakar.com/tv-home-cinema?page=51","Neuf","Astech","Tv Astech 55 smart Androïde","229 900 F Cfa"
"1732740992-1158","https://www.expat-dakar.com/tv-home-cinema?page=51","Neuf","LG","Télévision lg 50 pouce smart tv","280 000 F Cfa"
"1732740992-1159","https://www.expat-dakar.com/tv-home-cinema?page=51","Neuf","LG","Télévision 55 lG smart tv","310 000 F Cfa"
"1732740992-1160","https://www.expat-dakar.com/tv-home-cinema?page=51","Neuf","Autre","Google TV 55"" 4k UHD Qled","260 000 F Cfa"
"1732740992-1161","https://www.expat-dakar.com/tv-home-cinema?page=51","Neuf","LG","TÉLÉVISEUR LG SMART TV 86 POUCES AI ThinQ 4K UHD","1 150 000 F Cfa"
"1732741001-1162","https://www.expat-dakar.com/tv-home-cinema?page=50","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732741001-1163","https://www.expat-dakar.com/tv-home-cinema?page=50","Neuf","Autre","Télévision smart Android","110 000 F Cfa"
"1732741001-1164","https://www.expat-dakar.com/tv-home-cinema?page=50","Neuf","Autre","TÉLÉVISEUR DESKA 55POUCES SMART ANTI-CASSE","239 000 F Cfa"
"1732741001-1165","https://www.expat-dakar.com/tv-home-cinema?page=50","Neuf","Autre","TÉLÉVISEUR 55POUCES DESKA SMART ANTI-CASSE","239 000 F Cfa"
"1732741001-1166","https://www.expat-dakar.com/tv-home-cinema?page=50","Neuf","Astech","Téléviseur Astech 55 pouces smart tv Androïde","229 900 F Cfa"
"1732741001-1167","https://www.expat-dakar.com/tv-home-cinema?page=50","Neuf","LG","Télévision Ig 50 pouce smart tv","280 000 F Cfa"
"1732741001-1168","https://www.expat-dakar.com/tv-home-cinema?page=50","Neuf","LG","Télévision 55 LG smart tv","310 000 F Cfa"
"1732741001-1169","https://www.expat-dakar.com/tv-home-cinema?page=50","Neuf","Autre","Smart TV teko 32pouces 81cm uhd","75 000 F Cfa"
"1732741001-1170","https://www.expat-dakar.com/tv-home-cinema?page=50","Neuf","TCL","Smart TV TCL p635 4k 43pouces uhd","155 000 F Cfa"
